"date","mmwr_week","location","distributed","distributed_janssen","distributed_moderna","distributed_pfizer","distributed_novavax","distributed_unk_manuf","dist_per_100k","distributed_per_100k_5plus","distributed_per_100k_12plus","distributed_per_100k_18plus","distributed_per_100k_65plus","administered","administered_5plus","administered_12plus","administered_18plus","administered_65plus","administered_janssen","administered_moderna","administered_pfizer","administered_novavax","administered_unk_manuf","admin_per_100k","admin_per_100k_5plus","admin_per_100k_12plus","admin_per_100k_18plus","admin_per_100k_65plus","recip_administered","administered_dose1_recip","administered_dose1_pop_pct","administered_dose1_recip_5plus","administered_dose1_recip_5pluspop_pct","administered_dose1_recip_12plus","administered_dose1_recip_12pluspop_pct","administered_dose1_recip_18plus","administered_dose1_recip_18pluspop_pct","administered_dose1_recip_65plus","administered_dose1_recip_65pluspop_pct","series_complete_yes","series_complete_pop_pct","series_complete_5plus","series_complete_5pluspop_pct","series_complete_12plus","series_complete_12pluspop","series_complete_18plus","series_complete_18pluspop","series_complete_65plus","series_complete_65pluspop","series_complete_janssen","series_complete_moderna","series_complete_pfizer","series_complete_novavax","series_complete_unk_manuf","series_complete_janssen_5plus","series_complete_moderna_5plus","series_complete_pfizer_5plus","series_complete_unk_manuf_5plus","series_complete_janssen_12plus","series_complete_moderna_12plus","series_complete_pfizer_12plus","series_complete_unk_manuf_1","series_complete_janssen_18plus","series_complete_moderna_18plus","series_complete_pfizer_18plus","series_complete_unk_manuf_2","series_complete_janssen_65plus","series_complete_moderna_65plus","series_complete_pfizer_65plus","series_complete_unk_manuf_3","additional_doses","additional_doses_vax_pct","additional_doses_5plus","additional_doses_5plus_vax_pct","additional_doses_12plus","additional_doses_12plus_vax_pct","additional_doses_18plus","additional_doses_18plus_vax_pct","additional_doses_50plus","additional_doses_50plus_vax_pct","additional_doses_65plus","additional_doses_65plus_vax_pct","additional_doses_moderna","additional_doses_pfizer","additional_doses_janssen","additional_doses_unk_manuf","second_booster","second_booster_50plus","second_booster_50plus_vax_pct","second_booster_65plus","second_booster_65plus_vax_pct","second_booster_janssen","second_booster_moderna","second_booster_pfizer","second_booster_unk_manuf","administered_bivalent","admin_bivalent_pfr","admin_bivalent_mod","dist_bivalent_pfr","dist_bivalent_mod","bivalent_booster_5plus","bivalent_booster_5plus_pop_pct","bivalent_booster_12plus","bivalent_booster_12plus_pop_pct","bivalent_booster_18plus","bivalent_booster_18plus_pop_pct","bivalent_booster_65plus","bivalent_booster_65plus_pop_pct"
"2023-02-22T00:00:00.000","8","CT","11677565","355100","4514680","6799185","8600","0","327535","345125","375974","411494","1852860","8984536","8926993","8605645","8036400","2463492","252648","3433656","5296219","690","1323","252000","263833","277070","283187","390879","9035343","3658059","95","3629352","95","3471931","95","3215722","95","820634","95","2960949","83","2943712","87","2812260","90.5","2598449","91.6","653014","95","233954","1003646","1717691","179","538","233874","992834","1716289","536","233870","991981","1585700","530","233756","991427","1372681","414","22929","257898","372044","111","1643147","55.5","1642366","55.8","1615086","57.4","1533283","59","960733","69.6","498689","76.4","721350","903289","18404","70",,"535527","55.7","324687","65.1","119","307696","386789","32","874117","514176","359941","953440","592800","868943","25.7","852109","27.4","822200","29","368508","58.5"
"2023-02-22T00:00:00.000","8","NM","6047345","190600","2338600","3511145","7000","0","288404","306064","338326","373065","1601500","4706584","4679467","4503610","4206023","1351317","121256","1901541","2665136","2851","15800","224462","236834","251960","259472","357864","4885384","1980329","94.4","1965050","95","1871500","95","1727146","95","464748","95","1576898","75.2","1570564","79.5","1499547","83.9","1381280","85.2","380311","95","111923","594985","863959","215","3134","111914","591845","863461","3129","111905","591382","792964","3081","111755","590722","675588","3004","21535","177994","179356","1356","861698","54.6","861191","54.8","842696","56.2","797957","57.8","496900","67.2","275869","72.5","353711","495833","11132","831",,"284876","57.3","178771","64.8","278","160325","207163","505","445493","262537","182956","534400","329600","443044","22.4","432947","24.2","415968","25.7","191401","50.7"
"2023-02-22T00:00:00.000","8","BP2","415490","16200","182420","216870","0","0","0","0","0","0","0","347119","347117","347117","347117","11902","14831","156543","175707","0","38","0","0","0","0","0","347119","155494","0","155492","0","155492","0","155492","0","4220","0","141492","0","141491","0","141491","0","141491","0","3815","0","14150","56993","70349","0","0","14149","56993","70349","0","14149","56993","70349","0","14149","56993","70349","0","201","1834","1780","0","53564","37.9","53564","37.9","53564","37.9","53564","37.9","16789","54.9","2696","70.7","31602","21296","643","23",,"5008","29.8","1110","41.2","3","2632","6085","3","9640","9311","329","18660","10400","9577","0","9577","0","9577","0","667","0"
"2023-02-22T00:00:00.000","8","MA","23152420","633400","8775580","13731440","12000","0","335907","354276","384800","417936","1979970","18024986","17858155","17096914","16004374","4525512","409053","7139405","10474842","1229","457","261516","273263","284156","288903","387017","18097195","7362988","95","7280155","95","6923851","95","6442337","95","1544974","95","5808882","84.3","5758130","88.1","5469951","90.9","5077425","91.7","1226328","95","386124","2063769","3343420","347","337","386119","2036662","3334666","336","386094","2032637","3050544","329","384786","2026136","2665873","300","74763","558298","593142","85","3286280","56.6","3282211","57","3190044","58.3","3014239","59.4","1767682","68.7","921148","75.1","1456063","1802200","27852","78",,"1002962","56.7","592841","64.4","284","660584","788012","25","2070007","1178745","891262","2160630","1338500","2035805","31.2","1971651","32.8","1880458","33.9","735646","62.9"
"2023-02-22T00:00:00.000","8","NY","60163375","1964400","20863780","37303395","31800","0","309267","328285","358687","390031","1825260","44892378","44641822","43112707","40523619","10922076","1459487","16171885","27213535","3705","43766","230767","243591","257033","262709","331359","44897422","18375647","94.5","18251551","95","17509243","95","16340774","95","3624007","95","15721183","80.8","15651514","85.4","15011411","89.5","13986962","90.7","3190861","95","1273892","5237840","9171204","935","13452","1273773","5197098","9166633","13085","1273646","5193249","8532167","11434","1272509","5188874","7515133","9602","188551","1492047","1507328","2812","7692594","48.9","7689867","49.1","7568622","50.4","7240034","51.8","4331540","63.5","2275864","71.3","3146033","4423849","120135","2214",,"2035291","47","1272927","55.9","2024","1130297","1583940","423","3308960","2141350","1167610","4874360","2190400","3267511","17.8","3202528","19.1","3106153","20.1","1338009","40.6"
"2023-02-22T00:00:00.000","8","DD2","7712830","210800","2470140","4997390","34500","0","0","0","0","0","0","9368630","9344034","9154163","8637118","889536","331185","3031687","5950585","3855","51318","0","0","0","0","0","9368630","4664036","0","4650120","0","4543259","0","4279753","0","482113","0","3721416","0","3716762","0","3644746","0","3437693","0","255853","0","322622","1120164","2262550","1510","12519","322601","1117700","2262488","12464","322587","1117404","2191186","12061","322218","1116080","1987167","10742","10673","86481","157908","775","1038851","27.9","1038786","27.9","1028892","28.2","986640","28.7","299053","39.6","105813","41.4","347136","679080","6604","5575",,"98410","32.9","41945","39.6","117","51744","121466","1151","179270","130755","48515","382720","132200","177979","0","173916","0","166709","0","32936","0"
"2023-02-22T00:00:00.000","8","SC","13891995","466400","5645240","7735455","44900","0","269815","286064","314300","344072","1482570","8617535","8582357","8366287","7934812","2853830","233868","3372425","5007292","692","3258","167373","176728","189284","196526","304563","8658399","3656418","71","3637803","74.9","3524978","79.8","3312061","82","993527","95","3084236","59.9","3075145","63.3","2985193","67.5","2805672","69.5","859308","91.7","211435","1099923","1768216","260","944","211387","1097122","1765439","937","211384","1096580","1676041","928","210764","1093822","1500041","792","31514","368517","458991","248","1380786","44.8","1380357","44.9","1365424","45.7","1323144","47.2","963199","59.6","591936","68.9","584848","772154","23060","680",,"433933","45.1","304142","51.4","261","225486","279653","61","586384","336457","249927","951860","542200","572739","11.8","565150","12.8","552193","13.7","313542","33.5"
"2023-02-22T00:00:00.000","8","GA","28158985","869100","10623400","16630085","36400","0","265215","282696","313292","347062","1856290","17004694","16932126","16439903","15442669","4371322","348512","6552388","10045926","2168","55700","160158","169987","182907","190332","288164","17174062","7264746","68.4","7227890","72.6","6980253","77.7","6490764","80","1491623","95","6084781","57.3","6068818","60.9","5880010","65.4","5481655","67.6","1313775","86.6","328862","2222637","3508100","749","17025","328754","2216110","3506289","16926","328709","2215204","3319431","15930","328308","2213254","2925606","13774","35820","712659","561503","3686","2682843","44.1","2681896","44.2","2646884","45","2549802","46.5","1657385","58.8","887437","67.5","1148477","1503668","26630","3938",,"728477","44","448549","50.5","476","400702","523478","1111","1048603","657388","391215","1974250","897000","1055200","10.6","1035219","11.5","1001954","12.3","448612","29.6"
"2023-02-22T00:00:00.000","8","CO","17340235","501900","6060640","10749595","28100","0","301112","319545","351297","385406","2058400","12911088","12789668","12295458","11520477","3137784","346782","4846375","7695144","2650","20137","224200","235688","249095","256055","372476","12933371","4820151","83.7","4762615","87.8","4537263","91.9","4208728","93.5","901092","95","4233463","73.5","4203626","77.5","4014151","81.3","3720655","82.7","816676","95","317460","1501533","2396448","861","5464","317440","1486288","2393621","5419","317430","1484859","2205846","5161","317078","1483719","1914724","4315","29285","387498","398512","1263","2438512","57.6","2436566","58","2375372","59.2","2252267","60.5","1257619","73.6","660339","80.9","1013811","1395013","27240","2302",,"782141","62.2","462932","70.1","458","414372","709946","1146","1245722","879986","365736","1831660","698000","1194934","22","1162127","23.5","1114041","24.8","439035","52.1"
"2023-02-22T00:00:00.000","8","AL","12147150","402500","5198360","6523790","22500","0","247740","263563","290124","318415","1429350","6984197","6966611","6829664","6496651","2231554","179799","3022940","3779816","746","896","142442","151158","163121","170298","262586","7134701","3186861","65","3177764","68.9","3102678","74.1","2930004","76.8","838961","95","2606627","53.2","2603083","56.5","2549925","60.9","2412572","63.2","724047","85.2","168839","1063747","1370473","234","1043","168830","1063210","1369767","1043","168824","1063021","1316811","1037","168720","1062211","1180389","1027","37220","383327","302949","527","1035839","39.7","1035490","39.8","1029718","40.4","1004388","41.6","751004","53.4","456303","63","496670","522442","16409","262",,"296608","39.5","206080","45.2","332","162930","175715","54","358429","213523","144906","713130","418800","354666","7.7","353195","8.4","346235","9.1","191814","22.6"
"2023-02-22T00:00:00.000","8","WY","1262125","49300","534140","675885","2800","0","218074","232082","257198","283608","1272570","849352","846793","827273","786553","282677","29195","370729","448109","188","1131","146754","155710","168583","176744","285017","859577","352618","60.9","351311","64.6","341480","69.6","322129","72.4","97200","95","306903","53","306235","56.3","298100","60.7","281305","63.2","86993","87.7","27144","124627","154454","58","348","27141","124244","154446","346","27140","124207","146371","324","27119","124158","129665","307","4005","44730","38148","101","144843","47.2","144824","47.3","143295","48.1","138965","49.4","98577","61.7","61882","71.1","66082","76620","1927","200",,"48227","48.9","34203","55.3","28","24996","32515","93","61604","38094","23510","94620","46400","62610","11.5","61722","12.6","60186","13.5","33381","33.7"
"2023-02-22T00:00:00.000","8","OK","9515410","341800","3927580","5222330","23700","0","240472","257073","286159","316681","1498180","6732265","6713117","6546373","6171943","1978923","157770","2699458","3862297","853","11887","170137","181365","196870","205407","311577","6714446","2953188","74.6","2942663","79.5","2856847","85.9","2672102","88.9","713915","95","2392999","60.5","2388239","64.5","2320293","69.8","2167951","72.2","593152","93.4","147634","900686","1340442","293","2443","147619","897645","1340253","2429","147613","897100","1272973","2314","147515","896415","1121635","2105","20959","299437","272068","649","998529","41.7","998326","41.8","987147","42.5","955311","44.1","660419","57.1","395032","66.6","439592","544396","12554","1935",,"297877","45.1","205386","52","180","158995","200358","1653","456290","276803","179487","650370","361000","453426","12.2","447351","13.5","435948","14.5","229345","36.1"
"2023-02-22T00:00:00.000","8","US","963131415","31547200","349537120","580931295","1115800","0","290092","308434","339705","372995","1757800","671582379","667504552","643886292","603558468","182421089","18979373","251252512","400441248","79668","829578","202278","213762","227104","233742","332934","671582379","269459752","81.2","267408754","85.6","255980319","90.3","237770058","92.1","58758208","95","229996296","69.3","228918683","73.3","219528140","77.4","203933482","79","51646729","94.3","17168904","79778605","132423919","24101","233960","17165716","79210526","132286284","232210","17163613","79145637","122973934","221618","17135502","79036145","107535432","204247","2371240","24515967","24675657","80469","117441743","51.1","117377084","51.3","115171301","52.5","110030012","54","68859267","65.6","37997916","73.6","48617948","67185539","1561341","70558","47594195","36021438","52.3","22675898","59.7","23398","19733825","27800120","31255","53758743","34314082","19444661","79726460","37655900","53290246","17.1","52083863","18.4","50271843","19.5","22606262","41.3"
"2023-02-22T00:00:00.000","8","OH","30983555","1013900","11106940","18837615","25100","0","265064","281713","309814","340065","1514110","20949090","20809944","20174750","19110392","6617331","637886","7857340","12428090","2017","23757","179219","189211","201733","209749","323377","20843734","7685812","65.8","7621368","69.3","7329873","73.3","6875683","75.5","1936867","94.7","7068595","60.5","7031869","63.9","6773767","67.7","6356064","69.8","1832297","89.5","561211","2463588","4019677","668","6260","561199","2447786","4015966","6251","561186","2446602","3759143","6169","560900","2445380","3343187","5957","91998","826631","910872","2702","4004013","56.6","4002654","56.9","3932925","58.1","3780931","59.5","2541928","71.2","1464698","79.9","1629309","2311893","61211","1470",,"1409521","55.5","924418","63.1","1132","704139","1091376","711","1821755","1201898","619857","2633860","1058900","1803638","16.4","1765096","17.6","1710890","18.8","856608","41.9"
"2023-02-22T00:00:00.000","8","NE","5360300","152400","1810880","3391020","6000","0","277103","297212","331413","367563","1715530","3788965","3763446","3619020","3385601","1107157","96325","1326445","2355632","410","10153","195872","208671","223754","232155","354338","3806652","1420300","73.4","1407279","78","1340805","82.9","1240331","85.1","318157","95","1282185","66.3","1274330","70.7","1216477","75.2","1125577","77.2","297406","95","89966","432463","755780","141","2435","89949","426511","755309","2420","89936","426228","697838","2334","89855","425867","607599","2124","7093","143089","146159","1049","711744","55.5","710976","55.8","694454","57.1","659921","58.6","416256","71.9","239322","80.5","264014","439404","7151","1133",,"241054","57.9","157072","65.6","130","105627","210932","619","326813","237624","89189","508660","174500","322237","17.9","314973","19.5","302984","20.8","144517","46.3"
"2023-02-22T00:00:00.000","8","MP","148030","3700","29220","114910","200","0","285491","307742","350035","410340","3943260","117500","116783","107429","94636","9979","1399","16046","100045","1","9","226611","242782","254029","262331","265823","117722","46702","90.1","46290","95","41622","95","36169","95","3298","87.9","43946","84.8","43858","91.2","39643","93.7","34451","95","3156","84.1","1184","5303","37415","1","3","1184","5272","37398","3","1184","5270","33185","3","1184","5269","27994","3","120","508","2527","0","23669","53.9","23662","54","23233","58.6","21200","61.5","10239","74.7","2569","81.4","4428","19024","217","0",,"2598","25.4","933","36.3","1","535","3245","0","4062","3559","503","7340","1200","4042","8.4","3856","9.1","3519","9.8","714","19"
"2023-02-22T00:00:00.000","8","PW","52330","3800","32200","16330","0","0","243034","256860","280665","315564","2627010","51749","51627","48818","45033","5644","2365","38759","10380","0","245","240335","253409","261829","271561","283333","52147","20772","95","20707","95","19259","95","17717","95","1882","94.5","18529","86.1","18510","90.9","17400","93.3","15937","95","1817","91.2","2367","12778","3250","0","117","2367","12777","3249","117","2367","12776","2140","117","2367","12775","678","117","227","1544","44","2","12502","67.5","12500","67.5","12276","70.6","11542","72.4","4908","81.3","1606","88.4","11030","1460","4","8",,"1559","31.8","520","32.4","0","1681","644","0","1845","1021","824","1940","1400","1847","9.1","1790","9.6","1686","10.2","281","14.1"
"2023-02-22T00:00:00.000","8","AS","128480","600","25500","102380","0","0","271101","298028","348024","410021","3919460","115177","115154","102376","85655","9472","580","25553","87764","0","1280","243030","267117","277314","273352","288957","115622","46190","95","46169","95","39572","95","32778","95","3312","95","42467","89.6","42466","95","36378","95","29943","95","2994","91.3","585","9540","31708","0","634","585","9540","31707","634","585","9539","25621","633","584","9516","19214","629","28","1217","1732","17","24667","58.1","24667","58.1","24635","67.7","21185","70.8","8433","79.6","2409","80.5","4944","19717","2","4",,"2258","26.8","872","36.2","0","528","1890","0","480","287","193","1610","500","515","1.2","512","1.4","507","1.6","188","5.7"
"2023-02-22T00:00:00.000","8","RI","3462395","90600","1335700","2031995","4100","0","326838","344572","373308","405022","1851090","2648334","2631348","2541790","2390793","726334","67114","1025011","1552930","446","2833","249994","261867","274050","279669","388318","2851643","1123112","95","1114695","95","1062440","95","990669","95","234818","95","929516","87.7","924357","92","879472","94.8","817218","95","200412","95","61590","311041","554438","120","745","61589","308190","553730","728","61589","307944","509128","691","61559","307641","447257","648","6862","89351","104006","182","541640","58.3","541037","58.5","531494","60.4","506165","61.9","307728","73.4","162445","81.1","222118","313955","5351","196",,"170715","55.5","105387","64.9","176","99973","124545","97","249782","139612","110170","287870","189000","260378","25.9","255039","27.5","246725","28.9","107285","57.4"
"2023-02-22T00:00:00.000","8","IL","37506915","1185600","12760840","23533475","27000","0","295987","314526","346075","380628","1835670","26700963","26496012","25384761","23705796","6892822","689793","9428769","16542087","2491","37823","210711","222191","234224","240572","337349","27016190","10033657","79.2","9930970","83.3","9422468","86.9","8700971","88.3","2012033","95","9043622","71.4","8983595","75.3","8531427","78.7","7872647","79.9","1865228","91.3","631168","2929262","5453186","825","11804","631116","2899772","5440131","11751","631104","2896256","4991869","11378","628411","2887673","4344982","10801","84311","830067","946649","4078","5155494","57","5152183","57.4","5031778","59","4777774","60.7","2877485","73.5","1539271","82.5","1997633","3097900","56731","3095",,"1685682","58.6","1026547","66.7","1263","903895","1423078","1856","2461983","1599061","862922","3838800","1654300","2458399","20.6","2393973","22.1","2304469","23.4","983430","48.1"
"2023-02-22T00:00:00.000","8","WA","24883135","777800","8815700","15257235","32400","0","326769","347607","382763","418075","2056930","17535182","17360883","16656517","15620327","4495766","494814","6430443","10587000","3418","19507","230275","242524","256218","262446","371636","17743080","6493153","85.3","6410424","89.6","6106780","93.9","5680119","95","1296195","95","5793012","76.1","5741113","80.2","5472564","84.2","5083875","85.4","1186253","95","459980","1986889","3322345","1071","6980","459949","1954239","3318917","6937","459920","1952046","3052867","6662","459542","1950612","2666443","6249","59555","533082","591102","2369","3380762","58.4","3374447","58.8","3273906","59.8","3104597","61.1","1776476","73.4","964068","81.3","1376220","1962630","39416","2268",,"1140761","64.2","690609","71.6","780","646409","1045379","888","1882582","1303086","579496","2569640","1088100","1861975","26","1799811","27.7","1727183","29","678960","56.1"
"2023-02-22T00:00:00.000","8","MS","7119815","235300","2795760","4081655","7100","0","239229","254946","282373","312606","1462900","4286121","4279533","4187776","3959951","1327998","95672","1728358","2457174","289","4628","144016","153242","166088","173868","272862","4348255","1834840","61.7","1830996","65.6","1782861","70.7","1666833","73.2","456387","93.8","1597618","53.7","1596318","57.2","1557597","61.8","1460566","64.1","419394","86.2","88515","602950","903526","99","1990","88502","602230","903504","1983","88490","602030","865045","1933","88388","601538","768750","1791","17909","212465","188310","697","658029","41.2","658012","41.2","653434","42","636903","43.6","473940","57.1","280902","67","296860","351499","8576","1068",,"186094","39.3","127113","45.3","157","100596","109985","300","188116","106679","81437","418360","210800","186399","6.7","185062","7.3","181789","8","103970","21.4"
"2023-02-22T00:00:00.000","8","IA","9185815","293100","3441320","5434395","17000","0","291145","310391","343231","378293","1661230","6089066","6049253","5855440","5529652","1995926","180940","2356659","3548359","680","2428","192993","204406","218790","227724","360957","6101837","2229714","70.7","2210886","74.7","2122836","79.3","1981959","81.6","563765","95","2031238","64.4","2020867","68.3","1942545","72.6","1815468","74.8","532257","95","165168","740293","1119923","198","1047","165166","735758","1118706","1039","165161","735203","1041035","948","165059","734683","914697","836","14710","278292","238987","237","1167217","57.5","1166825","57.7","1144771","58.9","1098997","60.5","744125","73.8","438639","82.4","503901","648525","14385","369",,"453587","61","305112","69.6","107","220154","347696","225","609017","421435","187582","912200","385300","603821","20.4","592314","22.1","573158","23.6","297419","53.8"
"2023-02-22T00:00:00.000","8","LA","10141420","330300","4094680","5707940","8500","0","218152","233280","258491","284778","1368570","6927636","6912314","6764775","6413422","2077143","202055","2814145","3906877","676","3883","149020","159002","172425","180093","280308","6908200","2919012","62.8","2911154","67","2829488","72.1","2652031","74.5","686790","92.7","2557698","55","2554254","58.8","2494154","63.6","2347155","65.9","646884","87.3","183510","983383","1387391","223","1555","183488","981709","1387285","1550","183472","981447","1327506","1507","183264","980717","1181526","1436","22541","308066","316022","232","1104858","43.2","1104753","43.3","1098738","44.1","1072056","45.7","764913","59.3","449367","69.5","485160","605334","13998","308",,"312603","40.9","212174","47.2","177","156419","209744","64","336634","206571","130063","570250","299400","334689","7.7","331857","8.5","326348","9.2","173509","23.4"
"2023-02-22T00:00:00.000","8","NV","7578600","260400","2546100","4766200","5900","0","246046","261820","289061","317426","1528030","5555225","5540475","5394438","5076096","1492595","189042","1899878","3465103","513","689","180355","191409","205753","212610","300943","5541401","2391214","77.6","2383756","82.4","2309077","88.1","2151392","90.1","517129","95","1962333","63.7","1958714","67.7","1899600","72.5","1774587","74.3","441960","89.1","174017","629849","1156647","180","231","174014","627951","1156339","230","174013","627715","1097466","226","173964","627455","972771","219","26240","200755","214844","79","859041","43.8","858965","43.9","849581","44.7","820536","46.2","538273","59.8","303069","68.6","336532","509585","12800","97",,"260246","48.3","169859","56","57","127591","191112","47","385545","254290","131255","577410","241600","377461","13","371767","14.2","362186","15.2","174765","35.2"
"2023-02-22T00:00:00.000","8","AK","2120875","86200","793620","1235755","5300","0","289917","311680","348326","384522","2315670","1318018","1308735","1255084","1169358","284820","46318","504774","765123","288","1515","180169","192330","206131","212008","310980","1334248","534252","73","529158","77.8","503976","82.8","466390","84.6","90752","95","476463","65.1","473733","69.6","452075","74.2","417883","75.8","81847","89.4","42443","167633","265179","91","400","42441","165961","264840","400","42439","165714","243444","388","42270","165244","209921","365","3732","44731","33279","90","235557","49.4","235522","49.7","230358","51","217996","52.2","126478","67.9","64144","78.4","98738","133473","3149","173",,"68033","53.8","39608","61.7","63","40646","52278","49","95157","59810","35347","171330","81200","97734","14.4","95079","15.6","90912","16.5","37650","41.1"
"2023-02-22T00:00:00.000","8","MH","159440","12800","78900","66640","1100","0","205091","230411","277920","335458","4272240","95806","92967","82198","70492","4504","3091","66590","26120","0","5","123237","134349","143279","148314","120686","95865","43628","56.1","41520","60","35077","61.1","29086","61.2","1612","43.2","34979","45","34350","49.6","30148","52.6","25706","54.1","1446","38.7","2989","22797","9182","0","5","2987","22185","9173","5","2985","22171","4987","5","2974","22124","604","4","123","1299","24","0","15681","44.8","15677","45.6","15598","51.7","14523","56.5","4170","69.5","1052","72.8","13156","2447","78","0",,"1698","40.7","447","42.5","0","2703","795","0","2603","1511","1092","13100","4400","2596","3.8","2514","4.4","2222","4.7","184","4.9"
"2023-02-22T00:00:00.000","8","AR","8228410","265100","3379420","4558290","25600","0","272662","290824","321768","355033","1570660","4847246","4828802","4693344","4412462","1495737","126285","2065126","2647485","3654","4696","160622","170669","183531","190385","285510","4899344","2109327","69.9","2098718","74.2","2026772","79.3","1886743","81.4","523260","95","1716112","56.9","1711776","60.5","1658232","64.8","1544583","66.6","440255","84","115980","691526","904839","843","1430","115858","689923","903834","1414","115849","689613","851081","1340","115398","688244","739429","1248","15956","245941","177736","583","764118","44.5","763934","44.6","754988","45.5","728938","47.2","510934","60.1","309265","70.2","358025","394395","10333","649",,"243010","47.6","168612","54.5","122","137692","150482","143","319257","181203","138054","571970","323800","316387","11.2","312432","12.2","304863","13.2","169075","32.3"
"2023-02-22T00:00:00.000","8","VA2","9773260","626900","4823780","4312080","10500","0","0","0","0","0","0","8625227","8625037","8625014","8621577","4727137","257901","4458116","3908656","516","38","0","0","0","0","0","8625227","3713256","0","3713142","0","3713125","0","3711181","0","1804220","0","3053513","0","3053440","0","3053434","0","3052013","0","1569545","0","233996","1502067","1317279","167","2","233990","1502044","1317237","2","233989","1502043","1317233","2","233954","1502004","1315886","2","76716","858189","634614","1","1336650","43.8","1336644","43.8","1336643","43.8","1336551","43.8","1209394","50.1","869843","55.4","707784","607599","21264","0",,"534044","44.2","408906","47","58","289566","267569","0","816222","395375","420847","532380","575600","811320","0","811320","0","811291","0","529477","0"
"2023-02-22T00:00:00.000","8","DE","3261575","102600","1210500","1944475","4000","0","334945","354887","388372","423476","1726560","2157972","2146567","2079085","1956191","705190","63600","821826","1269750","178","2618","221611","233565","247567","253987","373302","2131091","859309","88.2","853908","92.9","821120","95","768444","95","224832","95","714084","73.3","711605","77.4","684987","81.6","639968","83.1","193350","95","58088","249272","404334","69","887","58084","248713","403853","886","58077","248586","377384","871","58027","248348","332696","829","10100","80155","102688","398","367753","51.5","367657","51.7","361723","52.8","345780","54","243996","65.8","144195","74.6","151832","210450","5342","125",,"133617","54.8","90217","62.6","92","66158","93775","29","205458","130874","74584","310660","145900","198155","21.6","195067","23.2","189260","24.6","98717","52.3"
"2023-02-22T00:00:00.000","8","WV","5407555","172600","2178320","3048135","8500","0","301736","318256","347119","377470","1473400","3086759","3079595","3021684","2885957","1080148","68578","1331263","1684335","245","2338","172238","181246","193967","201452","294309","3096207","1209789","67.5","1205905","71","1175695","75.5","1112232","77.6","353513","95","1069865","59.7","1067712","62.8","1043603","67","987780","69","321637","87.6","62258","438863","567391","95","633","62241","437524","567221","631","62239","437374","543287","608","62176","436925","488022","568","9713","165553","146129","229","529954","49.5","529888","49.6","526041","50.4","512222","51.9","371962","62.7","227804","70.8","244345","280192","5243","162",,"171554","46.1","119259","52.4","79","90916","110134","50","202280","114386","87894","373750","224900","201641","11.9","199902","12.8","196369","13.7","111303","30.3"
"2023-02-22T00:00:00.000","8","SD","2642415","94000","979700","1565015","3700","0","298693","320879","358002","395833","1739910","1676738","1666557","1603564","1505210","526258","42509","634143","999809","82","195","189535","202377","217255","225480","346516","1704627","742398","83.9","736648","89.5","704799","95","656472","95","196449","95","586373","66.3","584933","71","559977","75.9","522663","78.3","159289","95","40124","210977","334287","38","139","40120","210408","334276","91","40118","210208","309524","89","40088","210011","272445","82","5099","77011","77143","30","274027","46.7","273999","46.8","268969","48","258011","49.4","178396","60.7","108220","67.9","116799","154075","3113","36",,"86760","48.6","60180","55.6","27","40453","63424","17","145065","100872","44193","261030","102500","146362","17.8","143250","19.4","138495","20.7","72224","47.6"
"2023-02-22T00:00:00.000","8","VI","171860","3400","47440","120720","300","0","161690","172509","192183","210853","839242","154772","154616","151960","144677","45903","2352","47767","104645","8","0","145613","155200","169930","177503","224158","153065","75022","70.6","74916","75.2","73398","82.1","69617","85.4","21444","95","58942","55.5","58910","59.1","57773","64.6","54684","67.1","16278","79.5","2137","16682","40106","1","11","2134","16673","40091","11","2134","16670","38957","11","2130","16641","35901","11","576","6587","9111","4","18552","31.5","18550","31.5","18531","32.1","18106","33.1","13720","41.3","7754","47.6","6321","12078","150","3",,"2048","14.9","1306","16.8","1","893","1260","0","3670","1649","2021","5340","3200","3755","3.8","3743","4.2","3710","4.6","2130","10.4"
"2023-02-22T00:00:00.000","8","UT","8258190","257900","2624160","5368630","7500","0","257589","279167","318571","363033","2257130","6119660","6067450","5770169","5262280","1287611","188476","2062581","3865510","960","2133","190884","205109","222592","231332","351929","6084651","2415109","75.3","2388591","80.7","2246878","86.7","2023478","89","387961","95","2140735","66.8","2130513","72","2014942","77.7","1815858","79.8","354045","95","173274","689451","1273146","206","515","173239","684701","1271868","499","173226","684149","1156936","426","173046","683506","958815","324","17108","151733","185107","83","1069714","50","1069206","50.2","1042179","51.7","979275","53.9","520214","70","278537","78.7","384649","671759","13061","196",,"276874","53.2","170203","61.1","357","124191","283138","117","467688","350643","117045","757120","210900","443387","15","428356","16.5","405117","17.8","159666","43.6"
